"DIRECTORIO","N_01","N_02","N_03","N_04","N_05","N_06_A","N_06_B","N_06_C","N_07","N_08","N_09","N_09_TEXTO","N_10_A","N_10_B","N_10_C","N_10_D","N_10_E","N_10_F","N_10_G","N_10_H","N_10_I","SECUENCIA_ENCUESTA.x.x","SECUENCIA_P.x.x","ORDEN.x.x","Depmuni","TIPO","SERVICIO","ESTRATO","TOTAL_PERSONAS","SECUENCIA_ENCUESTA.y.x","SECUENCIA_P.y.x","ORDEN.y.x","ESTADO_ENCUESTA","RECO_DIC","grupo","D_01","D_02","D_03","D_04","D_05","D_06","D_07","D_08","D_09","D_10","D_11_A","D_11_B","D_11_C","D_11_D","D_11_E","D_11_F","D_11_G","D_11_H","D_11_I","D_11_J","D_11_K","D_11_L","D_11_M","D_11_N","D_12_A","D_12_A_A","D_12_B","D_12_B_A","D_12_C","D_12_C_A","SECUENCIA_ENCUESTA.x.y","SECUENCIA_P.x.y","ORDEN.x.y","D2_01","D2_03","D2_04","D2_05","D2_05_A","D2_06","D2_07","SECUENCIA_ENCUESTA.y.y","SECUENCIA_P.y.y","ORDEN.y.y","SEXO","EDAD","PARENTESCO","PADRE","MADRE","CONSENTIMIENTO","RESULTADO","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN","PER_SELECCIONADA"
21805,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5045,2,1,4,3,1,1,1,NA,0,5,2,4,NA,NA,NA,2,NA,4,1,1,4,4,3,3,4,1,1,1,3,4,4,4,4,4,1,2,1,1,2,NA,2,1,2,9,2,1,7,705,1,2,2,1,2,2,6,3,1,1,NA,NA,3,1,3,NA
22758,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,2,4,1,1,1,NA,0,5,1,1,6,1,84,1,1,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,6,3,3,303,1,1,1,1,1,1,66,7,3,3,NA,NA,3,1,3,NA
22758,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,2,4,1,1,1,NA,0,5,1,1,6,1,84,1,1,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,6,3,3,303,1,1,1,1,1,1,63,1,3,3,1,1,1,1,1,1
22758,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,2,4,1,1,1,NA,0,5,1,1,6,1,84,1,1,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,6,3,3,303,1,1,1,1,1,2,67,7,3,3,NA,NA,2,1,2,NA
22758,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,1,1,2,4,1,1,1,NA,0,5,1,1,6,1,84,1,1,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,6,3,3,303,1,1,1,1,1,1,59,7,3,3,NA,NA,4,1,4,NA
22790,3,1,2,1,3,1,NA,NA,3,1,40000,"CUARENTA MIL  PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,2,5001,2,1,3,3,1,1,1,NA,0,5,1,4,NA,NA,NA,1,3,5,2,2,4,4,4,4,4,5,3,3,3,4,4,4,4,4,2,NA,1,1,1,1,2,1,2,9,6,1,6,603,1,2,2,1,2,2,53,1,3,3,NA,NA,1,1,1,NA
22790,3,1,2,1,3,1,NA,NA,3,1,40000,"CUARENTA MIL  PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,2,5001,2,1,3,3,1,1,1,NA,0,5,1,4,NA,NA,NA,1,3,5,2,2,4,4,4,4,4,5,3,3,3,4,4,4,4,4,2,NA,1,1,1,1,2,1,2,9,6,1,6,603,1,2,2,1,2,2,25,8,2,2,1,1,2,1,2,1
22790,3,1,2,1,3,1,NA,NA,3,1,40000,"CUARENTA MIL  PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,2,5001,2,1,3,3,1,1,1,NA,0,5,1,4,NA,NA,NA,1,3,5,2,2,4,4,4,4,4,5,3,3,3,4,4,4,4,4,2,NA,1,1,1,1,2,1,2,9,6,1,6,603,1,2,2,1,2,2,7,8,2,1,NA,NA,3,1,3,NA
22932,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,5001,2,1,2,5,1,1,1,NA,0,5,1,1,10,1,48,1,1,5,2,2,3,4,4,4,4,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,4,1,4,9,6,0,5,511,1,1,4,1,4,1,24,3,1,1,1,1,4,1,4,1
22932,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,5001,2,1,2,5,1,1,1,NA,0,5,1,1,10,1,48,1,1,5,2,2,3,4,4,4,4,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,4,1,4,9,6,0,5,511,1,1,4,1,4,2,36,1,2,2,NA,NA,1,1,1,NA
22932,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,5001,2,1,2,5,1,1,1,NA,0,5,1,1,10,1,48,1,1,5,2,2,3,4,4,4,4,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,4,1,4,9,6,0,5,511,1,1,4,1,4,1,28,3,1,1,NA,NA,3,1,3,NA
22932,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,5001,2,1,2,5,1,1,1,NA,0,5,1,1,10,1,48,1,1,5,2,2,3,4,4,4,4,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,4,1,4,9,6,0,5,511,1,1,4,1,4,1,20,3,1,1,NA,NA,5,1,5,NA
22932,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,5001,2,1,2,5,1,1,1,NA,0,5,1,1,10,1,48,1,1,5,2,2,3,4,4,4,4,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,4,1,4,9,6,0,5,511,1,1,4,1,4,1,42,2,2,2,NA,NA,2,1,2,NA
23229,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,3,2,1,1,1,NA,0,5,1,1,12,5,60,1,1,4,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,NA,1,1,1,9,3,0,6,602,1,1,1,1,1,1,37,1,3,2,1,1,1,1,1,1
23229,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,3,2,1,1,1,NA,0,5,1,1,12,5,60,1,1,4,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,NA,1,1,1,9,3,0,6,602,1,1,1,1,1,2,42,2,3,2,NA,NA,2,1,2,NA
23316,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,5001,1,1,1,5,1,1,1,NA,0,5,1,1,7,1,48,1,3,4,2,2,4,4,5,5,5,2,2,2,4,4,4,4,4,4,1,2,1,2,2,NA,4,1,4,5,1,0,5,511,1,1,4,1,4,2,6,3,1,1,NA,NA,3,1,3,NA
23316,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,5001,1,1,1,5,1,1,1,NA,0,5,1,1,7,1,48,1,3,4,2,2,4,4,5,5,5,2,2,2,4,4,4,4,4,4,1,2,1,2,2,NA,4,1,4,5,1,0,5,511,1,1,4,1,4,1,21,3,1,1,1,1,4,1,4,1
23316,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,5001,1,1,1,5,1,1,1,NA,0,5,1,1,7,1,48,1,3,4,2,2,4,4,5,5,5,2,2,2,4,4,4,4,4,4,1,2,1,2,2,NA,4,1,4,5,1,0,5,511,1,1,4,1,4,2,19,4,2,2,NA,NA,5,1,5,NA
23316,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,5001,1,1,1,5,1,1,1,NA,0,5,1,1,7,1,48,1,3,4,2,2,4,4,5,5,5,2,2,2,4,4,4,4,4,4,1,2,1,2,2,NA,4,1,4,5,1,0,5,511,1,1,4,1,4,2,27,2,2,2,NA,NA,2,1,2,NA
23316,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,5001,1,1,1,5,1,1,1,NA,0,5,1,1,7,1,48,1,3,4,2,2,4,4,5,5,5,2,2,2,4,4,4,4,4,4,1,2,1,2,2,NA,4,1,4,5,1,0,5,511,1,1,4,1,4,1,42,1,3,2,NA,NA,1,1,1,NA
26239,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5088,2,1,3,3,1,1,1,NA,0,5,1,1,12,4,48,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,3,1,7,705,1,1,1,1,1,1,39,1,2,2,1,1,1,1,1,1
26239,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5088,2,1,3,3,1,1,1,NA,0,5,1,1,12,4,48,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,3,1,7,705,1,1,1,1,1,2,35,2,2,2,NA,NA,2,1,2,NA
26239,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5088,2,1,3,3,1,1,1,NA,0,5,1,1,12,4,48,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,3,1,7,705,1,1,1,1,1,1,9,3,1,1,NA,NA,3,1,3,NA
31649,3,1,2,2,NA,NA,NA,NA,NA,NA,20000,"VIENTE MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,2,5001,2,1,3,2,1,1,1,NA,0,5,2,7,NA,NA,NA,1,1,4,1,1,2,2,2,2,2,1,1,2,4,4,4,4,4,4,1,9,1,9,1,9,2,1,2,9,6,0,4,407,3,2,2,1,2,2,23,3,2,1,1,1,2,1,2,1
31649,3,1,2,2,NA,NA,NA,NA,NA,NA,20000,"VIENTE MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,2,5001,2,1,3,2,1,1,1,NA,0,5,2,7,NA,NA,NA,1,1,4,1,1,2,2,2,2,2,1,1,2,4,4,4,4,4,4,1,9,1,9,1,9,2,1,2,9,6,0,4,407,3,2,2,1,2,2,57,1,2,2,NA,NA,1,1,1,NA
31888,3,1,1,2,NA,NA,NA,NA,NA,NA,8000,"ES REGALADA",NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,3,5266,1,1,2,4,1,1,1,NA,0,5,2,3,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,3,3,4,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,1,4,409,NA,NA,3,1,3,2,11,5,2,2,NA,NA,4,1,4,NA
31888,3,1,1,2,NA,NA,NA,NA,NA,NA,8000,"ES REGALADA",NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,3,5266,1,1,2,4,1,1,1,NA,0,5,2,3,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,3,3,4,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,1,4,409,NA,NA,3,1,3,1,22,3,2,1,NA,NA,2,1,2,NA
31888,3,1,1,2,NA,NA,NA,NA,NA,NA,8000,"ES REGALADA",NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,3,5266,1,1,2,4,1,1,1,NA,0,5,2,3,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,3,3,4,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,1,4,409,NA,NA,3,1,3,2,49,1,3,2,NA,NA,1,1,1,NA
31888,3,1,1,2,NA,NA,NA,NA,NA,NA,8000,"ES REGALADA",NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,3,5266,1,1,2,4,1,1,1,NA,0,5,2,3,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,3,3,4,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,1,4,409,NA,NA,3,1,3,1,17,3,2,1,1,1,3,1,3,1
33313,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,5001,2,1,2,3,1,1,1,NA,0,5,2,7,NA,NA,NA,2,NA,4,9,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,9,1,9,1,9,3,1,3,9,6,0,4,409,1,1,3,1,3,1,82,1,3,3,NA,NA,1,1,1,NA
33313,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,5001,2,1,2,3,1,1,1,NA,0,5,2,7,NA,NA,NA,2,NA,4,9,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,9,1,9,1,9,3,1,3,9,6,0,4,409,1,1,3,1,3,1,46,3,1,1,1,1,3,1,3,1
33313,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,5001,2,1,2,3,1,1,1,NA,0,5,2,7,NA,NA,NA,2,NA,4,9,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,9,1,9,1,9,3,1,3,9,6,0,4,409,1,1,3,1,3,2,76,2,3,3,NA,NA,2,1,2,NA
33654,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,2,1,3,3,1,1,1,NA,0,5,2,7,NA,NA,NA,1,1,3,2,2,4,4,3,2,4,3,2,4,4,4,4,4,4,4,1,1,1,1,1,2,2,1,2,9,1,0,6,602,1,1,2,1,2,1,22,3,1,2,1,1,2,1,2,1
33654,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,2,1,3,3,1,1,1,NA,0,5,2,7,NA,NA,NA,1,1,3,2,2,4,4,3,2,4,3,2,4,4,4,4,4,4,4,1,1,1,1,1,2,2,1,2,9,1,0,6,602,1,1,2,1,2,2,15,4,2,3,NA,NA,3,1,3,NA
33654,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,2,1,3,3,1,1,1,NA,0,5,2,7,NA,NA,NA,1,1,3,2,2,4,4,3,2,4,3,2,4,4,4,4,4,4,4,1,1,1,1,1,2,2,1,2,9,1,0,6,602,1,1,2,1,2,1,51,1,2,2,NA,NA,1,1,1,NA
36182,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,5001,2,1,2,7,1,1,1,NA,0,5,2,4,NA,NA,NA,1,3,1,2,2,4,4,4,4,4,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,3,5,510,1,2,3,1,3,2,28,3,1,1,1,1,3,1,3,1
36182,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,5001,2,1,2,7,1,1,1,NA,0,5,2,4,NA,NA,NA,1,3,1,2,2,4,4,4,4,4,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,3,5,510,1,2,3,1,3,1,7,5,3,1,NA,NA,5,1,5,NA
36182,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,5001,2,1,2,7,1,1,1,NA,0,5,2,4,NA,NA,NA,1,3,1,2,2,4,4,4,4,4,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,3,5,510,1,2,3,1,3,1,16,3,1,1,NA,NA,7,1,7,NA
36182,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,5001,2,1,2,7,1,1,1,NA,0,5,2,4,NA,NA,NA,1,3,1,2,2,4,4,4,4,4,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,3,5,510,1,2,3,1,3,1,4,5,2,1,NA,NA,6,1,6,NA
36182,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,5001,2,1,2,7,1,1,1,NA,0,5,2,4,NA,NA,NA,1,3,1,2,2,4,4,4,4,4,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,3,5,510,1,2,3,1,3,1,12,5,2,1,NA,NA,4,1,4,NA
36182,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,5001,2,1,2,7,1,1,1,NA,0,5,2,4,NA,NA,NA,1,3,1,2,2,4,4,4,4,4,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,3,5,510,1,2,3,1,3,2,51,2,3,3,NA,NA,2,1,2,NA
36182,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,5001,2,1,2,7,1,1,1,NA,0,5,2,4,NA,NA,NA,1,3,1,2,2,4,4,4,4,4,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,3,5,510,1,2,3,1,3,1,58,1,3,2,NA,NA,1,1,1,NA
37043,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,1,1,3,4,1,1,1,NA,0,5,1,1,12,4,48,1,1,5,2,2,3,4,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,5,3,7,705,1,2,2,1,2,1,6,8,2,1,NA,NA,3,1,3,NA
37043,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,1,1,3,4,1,1,1,NA,0,5,1,1,12,4,48,1,1,5,2,2,3,4,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,5,3,7,705,1,2,2,1,2,2,73,1,3,2,NA,NA,1,1,1,NA
37043,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,1,1,3,4,1,1,1,NA,0,5,1,1,12,4,48,1,1,5,2,2,3,4,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,5,3,7,705,1,2,2,1,2,2,37,5,2,2,1,1,2,1,2,1
37043,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5001,1,1,3,4,1,1,1,NA,0,5,1,1,12,4,48,1,1,5,2,2,3,4,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,9,5,3,7,705,1,2,2,1,2,1,6,8,2,1,NA,NA,4,1,4,NA
38123,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,5001,2,1,2,5,1,1,1,NA,0,5,2,3,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,1,4,9,6,0,7,702,1,1,4,1,4,2,18,3,1,1,NA,NA,5,1,5,NA
38123,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,5001,2,1,2,5,1,1,1,NA,0,5,2,3,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,1,4,9,6,0,7,702,1,1,4,1,4,1,53,1,2,2,NA,NA,1,1,1,NA
38123,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,5001,2,1,2,5,1,1,1,NA,0,5,2,3,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,1,4,9,6,0,7,702,1,1,4,1,4,1,29,3,1,1,NA,NA,3,1,3,NA
38123,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,5001,2,1,2,5,1,1,1,NA,0,5,2,3,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,1,4,9,6,0,7,702,1,1,4,1,4,2,45,2,2,2,NA,NA,2,1,2,NA
38123,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,5001,2,1,2,5,1,1,1,NA,0,5,2,3,NA,NA,NA,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,1,4,9,6,0,7,702,1,1,4,1,4,1,20,3,1,1,1,1,4,1,4,1
38801,2,1,2,2,NA,NA,NA,NA,NA,NA,8000,"OCHO MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,2,5001,1,1,1,3,1,1,1,NA,0,5,1,1,3,4,48,1,1,4,2,2,2,4,1,1,4,1,1,1,4,4,4,4,4,4,1,1,1,2,1,2,2,1,2,9,6,0,5,511,1,1,2,1,2,2,39,1,2,3,NA,NA,1,1,1,NA
38801,2,1,2,2,NA,NA,NA,NA,NA,NA,8000,"OCHO MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,2,5001,1,1,1,3,1,1,1,NA,0,5,1,1,3,4,48,1,1,4,2,2,2,4,1,1,4,1,1,1,4,4,4,4,4,4,1,1,1,2,1,2,2,1,2,9,6,0,5,511,1,1,2,1,2,2,6,3,2,1,NA,NA,3,1,3,NA
38801,2,1,2,2,NA,NA,NA,NA,NA,NA,8000,"OCHO MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,2,5001,1,1,1,3,1,1,1,NA,0,5,1,1,3,4,48,1,1,4,2,2,2,4,1,1,4,1,1,1,4,4,4,4,4,4,1,1,1,2,1,2,2,1,2,9,6,0,5,511,1,1,2,1,2,1,19,3,2,1,1,1,2,1,2,1
38814,3,1,2,1,1,NA,1,NA,NA,1,50000,"CINCUENTA MIL PESOS",NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,5001,2,1,6,1,1,1,1,NA,0,5,1,1,7,4,18,1,1,4,1,1,4,3,3,3,4,2,2,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,6,0,7,705,1,1,1,1,1,1,29,1,2,2,1,1,1,1,1,1
38906,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,6,2,1,1,1,NA,0,5,1,1,5,1,48,1,1,4,2,2,4,4,3,3,4,2,2,4,4,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,9,6,1,7,705,1,1,1,1,1,1,26,8,2,2,NA,NA,2,1,2,NA
38906,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5001,2,1,6,2,1,1,1,NA,0,5,1,1,5,1,48,1,1,4,2,2,4,4,3,3,4,2,2,4,4,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,9,6,1,7,705,1,1,1,1,1,1,36,1,2,2,1,1,1,1,1,1
43211,2,1,2,2,NA,NA,NA,NA,NA,NA,30000,"TREINTA MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,5001,2,1,6,1,1,1,1,NA,0,5,1,1,10,4,18,1,1,3,1,1,4,4,3,3,3,1,1,4,3,3,4,4,4,4,1,2,1,2,2,NA,1,1,1,9,6,0,7,702,1,1,1,1,1,1,23,1,2,2,1,1,1,1,1,1
43266,3,1,2,2,NA,NA,NA,NA,NA,NA,20000,"VEINTE MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,5001,2,1,6,1,1,1,1,NA,0,5,1,1,6,4,10,1,1,5,2,2,3,3,2,2,2,2,2,2,3,2,2,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,6,0,7,706,1,1,1,1,1,1,25,1,2,2,1,1,1,1,1,1
43843,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,5001,2,1,2,6,1,1,1,NA,0,5,1,2,NA,NA,NA,1,1,3,2,1,4,4,4,4,4,2,2,3,2,2,4,4,4,4,1,2,1,2,2,NA,4,1,4,9,6,0,5,511,1,1,4,1,4,2,7,5,2,1,NA,NA,6,1,6,NA
43843,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,5001,2,1,2,6,1,1,1,NA,0,5,1,2,NA,NA,NA,1,1,3,2,1,4,4,4,4,4,2,2,3,2,2,4,4,4,4,1,2,1,2,2,NA,4,1,4,9,6,0,5,511,1,1,4,1,4,1,23,3,1,1,1,1,4,1,4,1
43843,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,5001,2,1,2,6,1,1,1,NA,0,5,1,2,NA,NA,NA,1,1,3,2,1,4,4,4,4,4,2,2,3,2,2,4,4,4,4,1,2,1,2,2,NA,4,1,4,9,6,0,5,511,1,1,4,1,4,1,44,1,2,2,NA,NA,1,1,1,NA
43843,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,5001,2,1,2,6,1,1,1,NA,0,5,1,2,NA,NA,NA,1,1,3,2,1,4,4,4,4,4,2,2,3,2,2,4,4,4,4,1,2,1,2,2,NA,4,1,4,9,6,0,5,511,1,1,4,1,4,2,20,3,1,1,NA,NA,5,1,5,NA
43843,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,5001,2,1,2,6,1,1,1,NA,0,5,1,2,NA,NA,NA,1,1,3,2,1,4,4,4,4,4,2,2,3,2,2,4,4,4,4,1,2,1,2,2,NA,4,1,4,9,6,0,5,511,1,1,4,1,4,2,43,2,2,2,NA,NA,2,1,2,NA
