"DIRECTORIO","N_01","N_02","N_03","N_04","N_05","N_06_A","N_06_B","N_06_C","N_07","N_08","N_09","N_09_TEXTO","N_10_A","N_10_B","N_10_C","N_10_D","N_10_E","N_10_F","N_10_G","N_10_H","N_10_I","SECUENCIA_ENCUESTA.x.x","SECUENCIA_P.x.x","ORDEN.x.x","Depmuni","TIPO","SERVICIO","ESTRATO","TOTAL_PERSONAS","SECUENCIA_ENCUESTA.y.x","SECUENCIA_P.y.x","ORDEN.y.x","ESTADO_ENCUESTA","RECO_DIC","grupo","D_01","D_02","D_03","D_04","D_05","D_06","D_07","D_08","D_09","D_10","D_11_A","D_11_B","D_11_C","D_11_D","D_11_E","D_11_F","D_11_G","D_11_H","D_11_I","D_11_J","D_11_K","D_11_L","D_11_M","D_11_N","D_12_A","D_12_A_A","D_12_B","D_12_B_A","D_12_C","D_12_C_A","SECUENCIA_ENCUESTA.x.y","SECUENCIA_P.x.y","ORDEN.x.y","D2_01","D2_03","D2_04","D2_05","D2_05_A","D2_06","D2_07","SECUENCIA_ENCUESTA.y.y","SECUENCIA_P.y.y","ORDEN.y.y","SEXO","EDAD","PARENTESCO","PADRE","MADRE","CONSENTIMIENTO","RESULTADO","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN","PER_SELECCIONADA"
56221,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,17001,2,1,3,3,1,1,1,NA,0,17,2,2,NA,NA,NA,1,1,5,1,2,4,4,4,4,4,1,2,3,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,0,6,603,1,1,3,1,3,1,72,1,2,2,NA,NA,1,1,1,NA
56221,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,17001,2,1,3,3,1,1,1,NA,0,17,2,2,NA,NA,NA,1,1,5,1,2,4,4,4,4,4,1,2,3,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,0,6,603,1,1,3,1,3,2,65,2,2,2,NA,NA,2,1,2,NA
56320,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,1,1,6,1,1,1,1,NA,0,17,2,3,NA,NA,NA,1,3,4,2,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,9,6,0,6,603,1,2,1,1,1,2,21,1,2,2,1,1,1,1,1,1
56386,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,4,1,1,1,1,NA,0,17,1,1,11,2,48,1,1,5,2,2,3,3,2,2,2,1,1,1,3,3,4,4,4,4,1,2,1,2,1,2,1,1,1,9,6,0,7,705,4,3,1,1,1,2,24,1,2,2,1,1,1,1,1,1
56641,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,4,2,1,1,1,NA,0,17,1,1,4,1,44,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,6,0,7,703,1,1,1,1,1,1,31,1,3,1,1,1,1,1,1,1
56641,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,4,2,1,1,1,NA,0,17,1,1,4,1,44,1,1,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,6,0,7,703,1,1,1,1,1,2,59,6,3,2,NA,NA,2,1,2,NA
57069,3,1,3,1,2,1,NA,NA,3,1,25000,"VEINTICINCO MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,3,17001,2,1,2,4,1,1,1,NA,0,17,1,1,12,4,60,1,3,4,2,2,4,4,2,1,1,1,3,3,3,4,4,4,4,4,1,2,1,2,1,2,3,1,3,9,6,0,4,409,1,1,3,1,3,1,24,3,2,1,1,1,3,1,3,1
57069,3,1,3,1,2,1,NA,NA,3,1,25000,"VEINTICINCO MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,3,17001,2,1,2,4,1,1,1,NA,0,17,1,1,12,4,60,1,3,4,2,2,4,4,2,1,1,1,3,3,3,4,4,4,4,4,1,2,1,2,1,2,3,1,3,9,6,0,4,409,1,1,3,1,3,2,43,1,1,2,NA,NA,1,1,1,NA
57069,3,1,3,1,2,1,NA,NA,3,1,25000,"VEINTICINCO MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,3,17001,2,1,2,4,1,1,1,NA,0,17,1,1,12,4,60,1,3,4,2,2,4,4,2,1,1,1,3,3,3,4,4,4,4,4,1,2,1,2,1,2,3,1,3,9,6,0,4,409,1,1,3,1,3,1,46,2,2,2,NA,NA,2,1,2,NA
57069,3,1,3,1,2,1,NA,NA,3,1,25000,"VEINTICINCO MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,3,17001,2,1,2,4,1,1,1,NA,0,17,1,1,12,4,60,1,3,4,2,2,4,4,2,1,1,1,3,3,3,4,4,4,4,4,1,2,1,2,1,2,3,1,3,9,6,0,4,409,1,1,3,1,3,1,76,6,2,2,NA,NA,4,1,4,NA
57517,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,3,1,1,1,1,NA,0,17,1,6,NA,NA,NA,1,1,5,1,2,4,4,4,4,4,3,3,3,4,4,4,4,4,4,1,1,1,1,2,NA,1,1,1,9,4,2,5,511,1,1,1,1,1,1,65,1,3,3,1,1,1,1,1,1
57628,3,1,1,1,1,1,NA,NA,1,2,20000,"VEINTE MIL PESOS",NA,NA,NA,NA,1,NA,NA,NA,NA,11,1,11,17001,1,1,3,11,1,1,1,NA,0,17,1,1,5,1,70,2,NA,4,2,2,4,3,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,11,1,11,9,3,0,4,406,2,1,11,1,11,2,54,1,3,3,NA,NA,1,1,1,NA
57628,3,1,1,1,1,1,NA,NA,1,2,20000,"VEINTE MIL PESOS",NA,NA,NA,NA,1,NA,NA,NA,NA,11,1,11,17001,1,1,3,11,1,1,1,NA,0,17,1,1,5,1,70,2,NA,4,2,2,4,3,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,11,1,11,9,3,0,4,406,2,1,11,1,11,2,51,7,3,3,NA,NA,3,1,3,NA
57628,3,1,1,1,1,1,NA,NA,1,2,20000,"VEINTE MIL PESOS",NA,NA,NA,NA,1,NA,NA,NA,NA,11,1,11,17001,1,1,3,11,1,1,1,NA,0,17,1,1,5,1,70,2,NA,4,2,2,4,3,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,11,1,11,9,3,0,4,406,2,1,11,1,11,1,57,7,3,3,NA,NA,7,1,7,NA
57628,3,1,1,1,1,1,NA,NA,1,2,20000,"VEINTE MIL PESOS",NA,NA,NA,NA,1,NA,NA,NA,NA,11,1,11,17001,1,1,3,11,1,1,1,NA,0,17,1,1,5,1,70,2,NA,4,2,2,4,3,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,11,1,11,9,3,0,4,406,2,1,11,1,11,2,49,7,3,3,NA,NA,2,1,2,NA
57628,3,1,1,1,1,1,NA,NA,1,2,20000,"VEINTE MIL PESOS",NA,NA,NA,NA,1,NA,NA,NA,NA,11,1,11,17001,1,1,3,11,1,1,1,NA,0,17,1,1,5,1,70,2,NA,4,2,2,4,3,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,11,1,11,9,3,0,4,406,2,1,11,1,11,1,48,7,3,3,NA,NA,5,1,5,NA
57628,3,1,1,1,1,1,NA,NA,1,2,20000,"VEINTE MIL PESOS",NA,NA,NA,NA,1,NA,NA,NA,NA,11,1,11,17001,1,1,3,11,1,1,1,NA,0,17,1,1,5,1,70,2,NA,4,2,2,4,3,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,11,1,11,9,3,0,4,406,2,1,11,1,11,1,19,3,2,1,1,1,11,1,11,1
57628,3,1,1,1,1,1,NA,NA,1,2,20000,"VEINTE MIL PESOS",NA,NA,NA,NA,1,NA,NA,NA,NA,11,1,11,17001,1,1,3,11,1,1,1,NA,0,17,1,1,5,1,70,2,NA,4,2,2,4,3,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,11,1,11,9,3,0,4,406,2,1,11,1,11,1,25,8,2,1,NA,NA,9,1,9,NA
57628,3,1,1,1,1,1,NA,NA,1,2,20000,"VEINTE MIL PESOS",NA,NA,NA,NA,1,NA,NA,NA,NA,11,1,11,17001,1,1,3,11,1,1,1,NA,0,17,1,1,5,1,70,2,NA,4,2,2,4,3,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,11,1,11,9,3,0,4,406,2,1,11,1,11,2,47,7,3,3,NA,NA,4,1,4,NA
57628,3,1,1,1,1,1,NA,NA,1,2,20000,"VEINTE MIL PESOS",NA,NA,NA,NA,1,NA,NA,NA,NA,11,1,11,17001,1,1,3,11,1,1,1,NA,0,17,1,1,5,1,70,2,NA,4,2,2,4,3,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,11,1,11,9,3,0,4,406,2,1,11,1,11,1,14,8,2,1,NA,NA,10,1,10,NA
57628,3,1,1,1,1,1,NA,NA,1,2,20000,"VEINTE MIL PESOS",NA,NA,NA,NA,1,NA,NA,NA,NA,11,1,11,17001,1,1,3,11,1,1,1,NA,0,17,1,1,5,1,70,2,NA,4,2,2,4,3,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,11,1,11,9,3,0,4,406,2,1,11,1,11,2,51,7,3,3,NA,NA,6,1,6,NA
57628,3,1,1,1,1,1,NA,NA,1,2,20000,"VEINTE MIL PESOS",NA,NA,NA,NA,1,NA,NA,NA,NA,11,1,11,17001,1,1,3,11,1,1,1,NA,0,17,1,1,5,1,70,2,NA,4,2,2,4,3,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,11,1,11,9,3,0,4,406,2,1,11,1,11,2,22,8,2,1,NA,NA,8,1,8,NA
57666,2,1,2,2,NA,NA,NA,NA,NA,NA,25000,"VEINTICINCO",NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,17001,2,1,3,1,1,1,1,NA,0,17,1,3,NA,NA,NA,1,1,4,2,2,3,4,2,3,4,2,2,2,2,3,4,3,4,4,1,2,1,2,2,NA,1,1,1,9,6,0,7,702,1,1,1,1,1,1,25,1,2,2,1,1,1,1,1,1
57870,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,1,1,3,1,1,1,1,NA,0,17,1,1,11,2,44,1,1,4,1,2,4,3,2,2,4,1,1,2,1,1,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,1,0,8,802,1,1,1,1,1,1,40,1,2,3,1,1,1,1,1,1
57947,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,17001,1,1,3,4,1,1,1,NA,0,17,2,3,NA,NA,NA,1,3,4,2,2,4,3,4,3,3,1,1,2,3,3,4,4,4,4,1,2,1,2,2,NA,4,1,4,9,6,0,6,604,1,1,4,1,4,2,53,1,2,2,NA,NA,1,1,1,NA
57947,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,17001,1,1,3,4,1,1,1,NA,0,17,2,3,NA,NA,NA,1,3,4,2,2,4,3,4,3,3,1,1,2,3,3,4,4,4,4,1,2,1,2,2,NA,4,1,4,9,6,0,6,604,1,1,4,1,4,1,19,5,2,2,1,1,4,1,4,1
57947,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,17001,1,1,3,4,1,1,1,NA,0,17,2,3,NA,NA,NA,1,3,4,2,2,4,3,4,3,3,1,1,2,3,3,4,4,4,4,1,2,1,2,2,NA,4,1,4,9,6,0,6,604,1,1,4,1,4,2,21,3,2,1,NA,NA,3,1,3,NA
57947,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,17001,1,1,3,4,1,1,1,NA,0,17,2,3,NA,NA,NA,1,3,4,2,2,4,3,4,3,3,1,1,2,3,3,4,4,4,4,1,2,1,2,2,NA,4,1,4,9,6,0,6,604,1,1,4,1,4,2,29,3,2,1,NA,NA,2,1,2,NA
58009,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,17001,2,1,2,4,1,1,1,NA,0,17,1,1,5,4,50,2,NA,5,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,NA,2,1,2,9,5,2,4,407,1,1,2,1,2,1,17,3,2,1,NA,NA,3,1,3,NA
58009,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,17001,2,1,2,4,1,1,1,NA,0,17,1,1,5,4,50,2,NA,5,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,NA,2,1,2,9,5,2,4,407,1,1,2,1,2,2,52,1,3,2,NA,NA,1,1,1,NA
58009,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,17001,2,1,2,4,1,1,1,NA,0,17,1,1,5,4,50,2,NA,5,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,NA,2,1,2,9,5,2,4,407,1,1,2,1,2,1,13,3,2,1,NA,NA,4,1,4,NA
58009,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,17001,2,1,2,4,1,1,1,NA,0,17,1,1,5,4,50,2,NA,5,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,2,NA,2,1,2,9,5,2,4,407,1,1,2,1,2,1,27,3,2,1,1,1,2,1,2,1
58177,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,17001,2,1,4,3,1,1,1,NA,0,17,2,2,NA,NA,NA,1,1,5,2,2,4,4,4,4,4,2,2,3,4,4,4,4,4,4,2,NA,2,NA,2,NA,3,1,3,9,6,0,7,705,1,1,3,1,3,1,25,3,1,1,1,1,3,1,3,1
58177,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,17001,2,1,4,3,1,1,1,NA,0,17,2,2,NA,NA,NA,1,1,5,2,2,4,4,4,4,4,2,2,3,4,4,4,4,4,4,2,NA,2,NA,2,NA,3,1,3,9,6,0,7,705,1,1,3,1,3,1,75,1,3,3,NA,NA,1,1,1,NA
58177,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,17001,2,1,4,3,1,1,1,NA,0,17,2,2,NA,NA,NA,1,1,5,2,2,4,4,4,4,4,2,2,3,4,4,4,4,4,4,2,NA,2,NA,2,NA,3,1,3,9,6,0,7,705,1,1,3,1,3,2,68,2,3,3,NA,NA,2,1,2,NA
58274,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,1,1,6,2,1,1,1,NA,0,17,1,3,NA,NA,NA,1,1,5,2,2,4,4,4,3,4,1,1,1,3,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,2,6,0,8,802,3,1,1,1,1,1,54,1,2,2,1,1,1,1,1,1
58274,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,1,1,6,2,1,1,1,NA,0,17,1,3,NA,NA,NA,1,1,5,2,2,4,4,4,3,4,1,1,1,3,4,4,4,4,4,1,2,1,2,2,NA,1,1,1,2,6,0,8,802,3,1,1,1,1,1,37,10,2,2,NA,NA,2,1,2,NA
58354,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,3,1,1,1,1,NA,0,17,1,1,3,1,40,1,1,4,2,2,4,4,4,2,4,2,2,2,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,6,0,6,602,1,1,1,1,1,1,27,1,2,2,1,1,1,1,1,1
58919,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,17001,2,1,3,4,1,1,1,NA,0,17,2,7,NA,NA,NA,2,NA,2,1,1,4,4,2,2,4,2,2,4,4,4,4,4,4,4,1,1,1,1,2,NA,4,1,4,9,6,1,5,511,1,1,4,1,4,1,41,5,2,2,NA,NA,3,1,3,NA
58919,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,17001,2,1,3,4,1,1,1,NA,0,17,2,7,NA,NA,NA,2,NA,2,1,1,4,4,2,2,4,2,2,4,4,4,4,4,4,4,1,1,1,1,2,NA,4,1,4,9,6,1,5,511,1,1,4,1,4,2,93,1,3,3,NA,NA,1,1,1,NA
58919,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,17001,2,1,3,4,1,1,1,NA,0,17,2,7,NA,NA,NA,2,NA,2,1,1,4,4,2,2,4,2,2,4,4,4,4,4,4,4,1,1,1,1,2,NA,4,1,4,9,6,1,5,511,1,1,4,1,4,1,39,5,2,3,1,1,4,1,4,1
58919,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,17001,2,1,3,4,1,1,1,NA,0,17,2,7,NA,NA,NA,2,NA,2,1,1,4,4,2,2,4,2,2,4,4,4,4,4,4,4,1,1,1,1,2,NA,4,1,4,9,6,1,5,511,1,1,4,1,4,1,68,3,3,1,NA,NA,2,1,2,NA
59250,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,3,4,1,1,1,NA,0,17,1,1,6,4,48,2,NA,4,2,2,4,4,3,3,3,1,1,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,2,2,6,601,1,1,1,1,1,2,35,2,2,2,NA,NA,2,1,2,NA
59250,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,3,4,1,1,1,NA,0,17,1,1,6,4,48,2,NA,4,2,2,4,4,3,3,3,1,1,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,2,2,6,601,1,1,1,1,1,2,13,3,1,1,NA,NA,3,1,3,NA
59250,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,3,4,1,1,1,NA,0,17,1,1,6,4,48,2,NA,4,2,2,4,4,3,3,3,1,1,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,2,2,6,601,1,1,1,1,1,1,42,1,3,3,1,1,1,1,1,1
59250,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,3,4,1,1,1,NA,0,17,1,1,6,4,48,2,NA,4,2,2,4,4,3,3,3,1,1,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,2,2,6,601,1,1,1,1,1,2,5,3,1,1,NA,NA,4,1,4,NA
59316,9,1,2,2,NA,NA,NA,NA,NA,NA,20000,"veinte mil pesos",NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,3,17001,2,1,4,4,1,1,1,NA,0,17,2,3,NA,NA,NA,1,3,5,2,1,3,4,2,3,4,2,2,3,2,3,4,4,4,4,1,9,1,9,2,NA,3,1,3,9,6,0,5,513,1,1,3,1,3,1,18,3,1,1,1,1,3,1,3,1
59316,9,1,2,2,NA,NA,NA,NA,NA,NA,20000,"veinte mil pesos",NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,3,17001,2,1,4,4,1,1,1,NA,0,17,2,3,NA,NA,NA,1,3,5,2,1,3,4,2,3,4,2,2,3,2,3,4,4,4,4,1,9,1,9,2,NA,3,1,3,9,6,0,5,513,1,1,3,1,3,2,11,3,1,1,NA,NA,4,1,4,NA
59316,9,1,2,2,NA,NA,NA,NA,NA,NA,20000,"veinte mil pesos",NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,3,17001,2,1,4,4,1,1,1,NA,0,17,2,3,NA,NA,NA,1,3,5,2,1,3,4,2,3,4,2,2,3,2,3,4,4,4,4,1,9,1,9,2,NA,3,1,3,9,6,0,5,513,1,1,3,1,3,2,39,2,2,2,NA,NA,2,1,2,NA
59316,9,1,2,2,NA,NA,NA,NA,NA,NA,20000,"veinte mil pesos",NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,3,17001,2,1,4,4,1,1,1,NA,0,17,2,3,NA,NA,NA,1,3,5,2,1,3,4,2,3,4,2,2,3,2,3,4,4,4,4,1,9,1,9,2,NA,3,1,3,9,6,0,5,513,1,1,3,1,3,1,38,1,2,2,NA,NA,1,1,1,NA
59429,2,1,4,1,15,1,NA,NA,2,1,8000,"ocho mil",NA,NA,1,1,1,1,NA,NA,NA,3,1,3,17001,1,1,1,3,1,1,1,NA,1,17,2,7,NA,NA,NA,1,1,5,2,2,4,4,4,4,4,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,0,5,510,1,1,3,1,3,2,50,1,3,2,NA,NA,1,1,1,NA
59429,2,1,4,1,15,1,NA,NA,2,1,8000,"ocho mil",NA,NA,1,1,1,1,NA,NA,NA,3,1,3,17001,1,1,1,3,1,1,1,NA,1,17,2,7,NA,NA,NA,1,1,5,2,2,4,4,4,4,4,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,0,5,510,1,1,3,1,3,1,30,3,2,1,NA,NA,2,1,2,NA
59429,2,1,4,1,15,1,NA,NA,2,1,8000,"ocho mil",NA,NA,1,1,1,1,NA,NA,NA,3,1,3,17001,1,1,1,3,1,1,1,NA,1,17,2,7,NA,NA,NA,1,1,5,2,2,4,4,4,4,4,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,9,6,0,5,510,1,1,3,1,3,1,19,3,2,1,1,1,3,1,3,1
59508,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,1,1,3,3,1,1,1,NA,0,17,1,1,10,1,45,1,1,4,2,2,3,3,3,4,4,2,2,3,4,4,4,4,4,4,2,NA,1,1,2,NA,1,1,1,9,6,0,8,801,1,1,1,1,1,1,27,1,2,1,1,1,1,1,1,1
59508,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,1,1,3,3,1,1,1,NA,0,17,1,1,10,1,45,1,1,4,2,2,3,3,3,4,4,2,2,3,4,4,4,4,4,4,2,NA,1,1,2,NA,1,1,1,9,6,0,8,801,1,1,1,1,1,2,91,8,2,2,NA,NA,3,1,3,NA
59508,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,1,1,3,3,1,1,1,NA,0,17,1,1,10,1,45,1,1,4,2,2,3,3,3,4,4,2,2,3,4,4,4,4,4,4,2,NA,1,1,2,NA,1,1,1,9,6,0,8,801,1,1,1,1,1,2,56,6,3,1,NA,NA,2,1,2,NA
59570,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,17001,2,1,2,3,1,1,1,NA,0,17,2,3,NA,NA,NA,1,1,4,1,1,4,4,4,4,4,2,2,2,4,4,4,4,4,4,1,2,1,1,2,NA,3,1,3,9,6,0,7,704,1,1,3,1,3,1,70,1,2,2,NA,NA,1,1,1,NA
59570,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,17001,2,1,2,3,1,1,1,NA,0,17,2,3,NA,NA,NA,1,1,4,1,1,4,4,4,4,4,2,2,2,4,4,4,4,4,4,1,2,1,1,2,NA,3,1,3,9,6,0,7,704,1,1,3,1,3,1,21,5,2,2,1,1,3,1,3,1
59570,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,17001,2,1,2,3,1,1,1,NA,0,17,2,3,NA,NA,NA,1,1,4,1,1,4,4,4,4,4,2,2,2,4,4,4,4,4,4,1,2,1,1,2,NA,3,1,3,9,6,0,7,704,1,1,3,1,3,2,72,2,2,2,NA,NA,2,1,2,NA
59577,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,17001,1,1,5,4,1,1,1,NA,0,17,2,1,8,4,30,1,1,5,1,2,4,4,4,4,4,3,3,4,4,4,4,4,4,4,2,NA,1,2,2,NA,3,1,3,9,6,0,7,705,1,1,3,1,3,2,45,3,3,1,NA,NA,2,1,2,NA
59577,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,17001,1,1,5,4,1,1,1,NA,0,17,2,1,8,4,30,1,1,5,1,2,4,4,4,4,4,3,3,4,4,4,4,4,4,4,2,NA,1,2,2,NA,3,1,3,9,6,0,7,705,1,1,3,1,3,1,10,5,1,2,NA,NA,4,1,4,NA
59577,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,17001,1,1,5,4,1,1,1,NA,0,17,2,1,8,4,30,1,1,5,1,2,4,4,4,4,4,3,3,4,4,4,4,4,4,4,2,NA,1,2,2,NA,3,1,3,9,6,0,7,705,1,1,3,1,3,2,66,1,3,3,NA,NA,1,1,1,NA
59577,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,17001,1,1,5,4,1,1,1,NA,0,17,2,1,8,4,30,1,1,5,1,2,4,4,4,4,4,3,3,4,4,4,4,4,4,4,2,NA,1,2,2,NA,3,1,3,9,6,0,7,705,1,1,3,1,3,1,31,3,3,1,1,1,3,1,3,1
59586,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,17001,2,1,3,1,1,1,1,NA,0,17,1,1,8,1,48,1,1,4,2,2,4,4,4,3,4,3,3,4,4,4,4,4,4,4,2,NA,2,NA,2,NA,1,1,1,9,6,0,5,511,1,1,1,1,1,1,23,1,2,2,1,1,1,1,1,1
