"DIRECTORIO","Depmuni","TIPO","SERVICIO","ESTRATO","TOTAL_PERSONAS","SECUENCIA_ENCUESTA.x","SECUENCIA_P.x","ORDEN.x","ESTADO_ENCUESTA","RECO_DIC","L_01","L_02","L_03","L_04","L_05","L_06","L_07","L_08","L_08_VALOR","L_08_TEXTO","L_09_A","L_09_B","L_09_C","L_09_D","L_09_E","L_09_F","L_09_G","L_09_H","L_09_I","L_10","L_10_A","L_10_B","L_11_A","L_11_B","L_11_C","L_11_D","L_11_E","L_11_F","L_11_G","L_11_H","L_11_I","L_11_J","L_11_K","L_11_L","L_11_M","L_11_N","L_11_O","SECUENCIA_ENCUESTA.y","SECUENCIA_P.y","ORDEN.y"
11709,"44001",1,1,1,1,1,1,1,NA,0,3,1,2,2,NA,NA,"05",1,4000,"CUATRO MIL",NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
11785,"11001",1,1,2,6,1,1,1,NA,0,1,1,2,1,3,20000,"1",1,20000,"VEINTE MIL",1,1,1,1,1,NA,1,NA,NA,2,NA,NA,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,4,1,4
11799,"47288",1,1,1,4,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
11813,"05380",2,1,2,2,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
11839,"05001",1,1,3,4,1,1,1,NA,0,3,1,4,1,6,50000,"06",1,7000,"SIETE MIL PESOS",NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,2,1,2
11869,"05001",2,1,2,3,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
11872,"05045",1,1,2,2,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
11982,"47189",1,1,2,5,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
12073,"05001",1,1,3,5,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
12138,"11001",2,1,2,2,1,1,1,NA,0,3,1,2,1,1,98,"01",1,15000,"QUINCE MIL PESOS",NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
12215,"15001",3,1,3,1,1,1,1,NA,0,2,1,2,2,NA,NA,"01",1,12000,"DOCE MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
12440,"05001",1,1,2,5,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3
12461,"11001",1,1,4,5,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3
12493,"11001",2,1,3,2,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
12559,"05001",1,1,3,3,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3
12582,"68276",2,1,3,2,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
12585,"05001",2,1,2,3,1,1,1,NA,0,2,1,1,2,NA,NA,"1",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
12709,"05579",2,1,1,1,1,1,1,NA,0,3,1,3,1,10,98,"04",1,6000,"SEIS MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1
12710,"52001",2,1,3,1,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
12729,"05579",2,1,2,2,1,1,1,NA,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
12775,"05001",2,1,1,2,1,1,1,NA,0,3,1,5,1,30,98,"30",1,5000,"CINCO MIL",NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2
12801,"66001",1,1,1,2,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
12995,"15001",1,1,3,2,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
13081,"11001",2,1,2,2,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
13092,"05579",1,1,1,6,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4
13106,"25286",1,1,3,4,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
13109,"05001",2,1,1,3,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
13142,"11001",2,1,2,1,1,1,1,NA,0,2,1,2,1,1,98,"01",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
13144,"85001",3,1,2,1,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
13168,"52001",2,1,3,2,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
13191,"05001",1,1,2,7,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
13200,"76001",1,1,3,1,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
13211,"05579",1,1,1,6,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
13250,"23001",4,1,1,3,1,1,1,NA,0,3,1,5,1,30,150000,"30",1,5000,"CINCO MIL",NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13286,"05266",2,1,2,2,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
13324,"23162",1,1,2,4,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
13344,"23001",4,2,NA,1,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
13522,"81001",1,1,1,3,1,1,1,NA,0,2,1,1,2,NA,NA,"12",2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,3,1,3
13730,"11001",2,1,2,1,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
13861,"19001",2,1,3,3,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
13938,"05001",1,1,3,2,1,1,1,NA,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
14007,"11001",2,1,3,4,1,1,1,NA,0,3,1,4,1,2,10000,"01",1,10000,"DIEZ MIL",NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1
14044,"47001",2,1,3,3,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
14137,"11001",1,1,1,3,1,1,1,NA,0,2,1,2,2,NA,NA,"05",1,5000,"CINCO MIL PESOS EL GRAMO",NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,2
14181,"25286",2,1,2,3,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3
14295,"05001",1,1,3,6,1,1,1,NA,0,3,1,3,2,NA,NA,"1",1,6000,"SEIS MIL PESOS",NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
14320,"73001",2,1,2,3,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
14326,"11001",2,1,2,4,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
14327,"76001",2,1,3,4,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
14346,"73001",2,1,2,2,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
14348,"15001",2,1,3,3,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
14375,"76001",1,1,1,1,1,1,1,NA,0,3,1,1,2,NA,NA,"01",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
14402,"15001",2,1,2,4,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3
14591,"25286",1,1,2,3,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3
14602,"52001",1,1,2,4,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3
14665,"08433",1,1,1,2,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
14680,"73001",1,1,1,6,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4
14691,"08433",2,1,1,3,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
14740,"19001",1,1,2,4,1,1,1,NA,0,3,1,1,2,NA,NA,"06",1,5000,"CINCO MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4
14800,"95025",1,1,1,3,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
15021,"05001",1,1,3,6,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
15037,"05001",1,1,2,4,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
15069,"05001",2,1,3,2,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
15087,"05001",2,1,4,1,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
15101,"54498",1,1,2,3,1,1,1,NA,0,3,1,4,1,6,40000,"30",1,10000,"DIEZ MIL PESOS COLOMBIANOS",NA,NA,1,1,1,1,NA,NA,NA,2,NA,NA,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
15110,"70001",2,1,2,5,1,1,1,NA,0,3,1,5,2,NA,NA,"04",1,5000,"CINCO MIL PESOS MONEDA CORRIENTE",NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,3
15155,"11001",2,1,3,4,1,1,1,NA,0,3,1,2,2,NA,NA,"5",1,10000,"DIEZ MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,1,3
15215,"52001",1,1,3,3,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3
15216,"18001",1,1,2,2,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
15228,"47001",1,1,1,7,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5
15249,"11001",2,1,3,4,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
15318,"41551",2,1,2,2,1,1,1,NA,0,3,1,4,1,4,98,"4",1,8000,"OCHO MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
15341,"11001",2,1,3,1,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
15362,"11001",2,1,3,3,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
15388,"08001",2,1,3,2,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
15424,"08758",2,1,2,5,1,1,1,NA,0,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
15439,"47001",1,1,3,3,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
15525,"68276",2,1,2,1,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
15560,"08758",2,1,2,4,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4
15587,"47001",2,1,5,1,1,1,1,NA,0,3,1,2,1,1,20000,"1",2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
15890,"54498",1,1,2,4,1,1,1,NA,0,2,1,1,2,NA,NA,"1",1,10000,"DIEZ MIL PESOS",NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
16010,"95025",1,1,1,3,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
16014,"95025",2,1,1,1,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
16084,"41551",2,1,1,4,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
16119,"52001",1,1,1,3,1,1,1,NA,0,3,1,2,2,NA,NA,"1",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,3
16206,"05001",2,1,4,4,1,1,1,NA,0,3,1,1,2,NA,NA,"01",1,5000,"CINCO MIL",NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4
16250,"52001",2,1,3,2,1,1,1,NA,0,3,1,3,2,NA,NA,"02",1,10000,"DIEZ MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1
16319,"63001",2,1,2,3,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3
16371,"11001",2,1,2,4,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4
16528,"76001",2,1,1,2,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
16534,"05001",1,1,2,6,1,1,1,NA,0,3,1,2,2,NA,NA,"01",1,5000,"CINCO MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,6,1,6
16536,"08001",2,1,1,6,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3
16619,"05001",1,1,2,2,1,1,1,NA,0,3,1,1,2,NA,NA,"3",1,6000,"SEIS MIL",NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
16629,"25473",2,1,2,3,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3
16633,"11001",1,1,3,4,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3
16640,"11001",2,1,2,1,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
16720,"54001",1,1,1,4,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3
16728,"54498",1,1,2,2,1,1,1,NA,0,3,1,4,1,2,98,"20",1,10000,"DIEZ MIL PESOS COLOMBIANOS",NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2
16822,"68001",1,1,3,3,1,1,1,NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
