"DIRECTORIO","Depmuni","TIPO","SERVICIO","ESTRATO","TOTAL_PERSONAS","SECUENCIA_ENCUESTA.x","SECUENCIA_P.x","ORDEN.x","ESTADO_ENCUESTA","RECO_DIC","K_01_A","K_01_B","K_01_C","K_01_D","K_02","K_03","K_04","K_05","K_06","K_07","K_08","K_09","K_09_VALOR","K_09_TEXTO","K_10_A","K_10_B","K_10_C","K_10_D","K_10_E","K_10_F","K_10_G","K_10_H","K_10_I","K_11","K_11_A","K_11_B","K_11_C","K_11_D","K_11_E","K_12_A","K_12_B","K_12_C","K_12_D","K_12_E","K_12_F","K_12_G","K_12_H","K_12_I","K_12_J","K_12_K","K_12_L","K_12_M","K_12_N","K_12_O","SECUENCIA_ENCUESTA.y","SECUENCIA_P.y","ORDEN.y"
535,"68547",2,1,2,2,1,1,1,NA,0,NA,1,NA,NA,3,1,4,1,3,17000,3,1,12000,"DOCE MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
559,"27001",2,1,1,2,1,1,1,NA,0,1,NA,NA,NA,2,1,9,1,24,120000,24,1,5000,"CINCO MIL PESOS",NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,2,1,2,1,2,1,2,1,2,2,2,2,1,2,1,2,1,2
598,"95001",1,1,1,1,1,1,1,NA,0,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
617,"08758",2,1,2,2,1,1,1,NA,0,1,NA,NA,NA,3,1,2,1,10,20000,10,1,2000,"DOS MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
624,"68547",2,1,2,4,1,1,1,NA,0,1,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
634,"19001",1,1,6,2,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
645,"50001",2,1,2,2,1,1,1,NA,0,NA,NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
702,"52001",2,1,2,4,1,1,1,NA,0,1,1,1,NA,3,1,2,2,NA,NA,1,1,3000,"TRES MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4
720,"52001",2,1,1,4,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3
721,"68307",2,1,3,3,1,1,1,NA,0,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
760,"95001",1,1,3,6,1,1,1,NA,0,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
778,"95001",1,1,1,3,1,1,1,NA,0,NA,NA,NA,1,3,1,5,1,30,2e+05,40,1,5000,"CINCO MIL PESOS",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,2,1,1,1,1,1,2,1,3,1,3
819,"52001",2,1,2,3,1,1,1,NA,0,NA,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3
827,"95001",1,1,1,2,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
829,"52001",2,1,2,6,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
836,"95001",1,1,1,2,1,1,1,NA,0,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
837,"52001",2,1,1,4,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
839,"27001",1,1,2,1,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
843,"52001",1,1,4,3,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3
867,"15001",1,1,2,2,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
972,"08001",1,1,3,3,1,1,1,NA,0,NA,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3
982,"73001",2,1,2,4,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3
1014,"44001",1,1,1,4,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
1023,"19001",1,1,2,6,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
1102,"68081",1,1,3,2,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
1124,"68081",1,1,2,4,1,1,1,NA,0,NA,1,NA,NA,3,1,5,1,29,80000,2,1,2000,"DOS MIL PESOS",NA,NA,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1,2,1,2
1129,"68081",2,1,1,3,1,1,1,NA,0,NA,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
1135,"50001",1,1,2,3,1,1,1,NA,0,NA,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
1142,"73001",2,1,2,4,1,1,1,NA,0,NA,1,NA,NA,3,1,4,1,5,5000,4,1,1000,"MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,2,1,2,1,1,2,2,2,1,2,2,2,1,3,1,3
1147,"68081",1,1,2,8,1,1,1,NA,0,NA,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
1181,"68081",2,1,3,4,1,1,1,NA,0,1,NA,NA,NA,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
1188,"08001",2,1,3,4,1,1,1,NA,0,NA,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3
1189,"19001",2,1,5,4,1,1,1,NA,0,NA,NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3
1197,"76364",1,1,2,3,1,1,1,NA,0,NA,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
1198,"68081",1,1,4,1,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
1232,"68547",1,1,3,4,1,1,1,NA,0,1,NA,NA,NA,3,1,1,2,NA,NA,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3
1236,"68081",1,1,1,2,1,1,1,NA,0,1,1,1,NA,3,1,5,1,30,50000,3,1,2000,"DOS MIL PESOS",NA,NA,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,1,2
1333,"08758",2,1,1,5,1,1,1,NA,0,NA,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
1371,"08758",2,1,1,5,1,1,1,NA,0,1,NA,NA,NA,3,1,3,2,NA,NA,6,1,3000,"TRES MIL PESOS",NA,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,3,1,3
1431,"05001",2,1,6,3,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
1446,"05001",1,1,2,5,1,1,1,NA,0,NA,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
1455,"05001",3,1,1,3,1,1,1,NA,0,1,1,NA,NA,1,1,5,1,30,40000,40,1,1000,"MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1
1461,"95001",1,1,2,2,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
1491,"95001",1,1,1,2,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
1503,"41001",1,1,2,3,1,1,1,NA,0,1,1,1,NA,3,1,3,1,1,2000,2,1,2000,"DOS MIL PESOS",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2
1535,"76001",1,1,1,3,1,1,1,NA,0,1,1,1,NA,9,1,5,1,30,30000,150,1,1000,"MIL PESOS",NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,3,1,3
1537,"23162",1,1,2,4,1,1,1,NA,0,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4
1544,"76001",2,1,2,4,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3
1568,"63001",1,1,1,2,1,1,1,NA,0,NA,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
1578,"52001",3,1,2,3,1,1,1,NA,0,NA,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
1596,"70215",2,1,1,5,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
1736,"18001",2,1,2,1,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
1742,"18001",1,1,1,7,1,1,1,NA,0,1,1,1,NA,3,1,5,2,NA,NA,150,1,1000,"MIL PESOS",NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,7
1747,"13001",1,1,2,7,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
1765,"23001",2,1,2,4,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4
1779,"44001",1,1,1,3,1,1,1,NA,0,1,NA,NA,NA,2,1,2,1,2,1000,2,1,1000,"MIL PESOS",NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,1,2,1,1,2,1,2,2,1,2,2,2,1,1,1,2,1,2
1794,"54001",2,1,2,5,1,1,1,NA,0,NA,1,NA,NA,3,1,3,1,3,20000,3,1,2000,"DOS MIL PESOS",NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,1,2
1811,"86001",1,1,1,3,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
1814,"05001",2,1,6,3,1,1,1,NA,0,NA,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
1815,"05266",2,1,2,2,1,1,1,NA,0,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
